Sl_No,12th_Name,12th_Board,Total Lang1,Total Lang2,Total Math,Total PHY,Total CHE,Total BIO/other,Total CS/IT,12th_Pct,10th_Pct,10th_Board,10th_Medium,STEM_Total,STEM_Avg,Overall_Avg,Aptitude,BIO_score,LANG_score,OVERALL,MATH_STEM_RATIO,CS_STEM_RATIO,LANG_OVERALL_RATIO,CBSE_FLAG,ENGLISH_MEDIUM,Total Math_PERCENTILE,Total PHY_PERCENTILE,Total CS/IT_PERCENTILE,Total BIO/other_PERCENTILE,career_20
1077,HS,Higher Secondary,44.0,70.0,47,72,70.0,61.0,83.0,64.0,82.2,WBBSE,English,272.0,68.0,73.1,Medium,61.0,57.0,73.1,0.17279411764705882,0.30514705882352944,0.7797537619699043,0,1,0.07183580387685291,0.4372862029646522,0.4991448118586089,0.05843785632839225,10
1078,HS,CBSE,80.0,86.0,45,55,55.0,50.0,83.0,57.0,82.2,WBBSE,English,238.0,59.5,69.6,Low,50.0,83.0,69.6,0.18907563025210083,0.3487394957983193,1.192528735632184,1,1,0.04532497149372862,0.1080387685290764,0.4991448118586089,0.008836944127708095,9
1079,HS,WBCHSE,70.0,84.0,48,85,83.0,80.0,88.0,82.0,82.2,WBBSE,English,304.0,76.0,82.1,Medium,80.0,77.0,82.1,0.15789473684210525,0.2894736842105263,0.9378806333739342,0,1,0.07953249714937287,0.7522805017103763,0.8822690992018244,0.4985746864310148,4
1080,HS,Senior school certificate exam,91.0,82.0,81,76,78.0,80.0,83.0,81.6,82.2,WBBSE,English,318.0,79.5,81.9,Medium,80.0,86.5,81.9,0.25471698113207547,0.2610062893081761,1.0561660561660562,0,1,0.6505131128848347,0.5267958950969214,0.4991448118586089,0.4985746864310148,4
1081,HS,HIGHER SECONDARY,76.0,62.0,61,80,80.0,80.0,75.0,74.6,82.2,WBBSE,English,296.0,74.0,78.4,Medium,80.0,69.0,78.4,0.20608108108108109,0.2533783783783784,0.8801020408163265,0,1,0.26254275940706956,0.61345496009122,0.09350057012542759,0.4985746864310148,10
1082,HS,West Bengal Council of Higher Secondary Education,73.0,83.0,77,84,85.0,81.0,83.0,82.0,82.2,WBBSE,English,329.0,82.25,82.1,High,81.0,78.0,82.1,0.23404255319148937,0.25227963525835867,0.9500609013398296,0,1,0.5738312428734321,0.7274800456100342,0.4991448118586089,0.7115165336374002,2
1083,HS,HIGHER SECONDARY,75.0,77.0,65,80,77.0,76.0,83.0,77.0,82.2,WBBSE,English,305.0,76.25,79.6,Medium,76.0,76.0,79.6,0.21311475409836064,0.2721311475409836,0.9547738693467337,0,1,0.33836944127708096,0.61345496009122,0.4991448118586089,0.2525655644241733,4
1084,HS,West Bengal Higher Secondary Exam,77.0,83.0,72,85,85.0,74.0,83.0,80.8,82.2,WBBSE,English,325.0,81.25,81.5,High,74.0,80.0,81.5,0.22153846153846155,0.2553846153846154,0.9815950920245399,0,1,0.4655074116305587,0.7522805017103763,0.4991448118586089,0.2112314709236032,2
1085,HS,Higher secondary examination,88.0,95.0,92,95,95.0,83.0,83.0,93.0,82.2,WBBSE,English,365.0,91.25,87.6,High,83.0,91.5,87.6,0.25205479452054796,0.2273972602739726,1.0445205479452055,0,1,0.8657354618015963,0.9677879133409351,0.4991448118586089,0.7557012542759407,1
1086,HS,HIGHER SECONDARY EDUCATION,91.0,76.0,60,92,92.0,71.0,83.0,84.4,82.2,WBBSE,English,327.0,81.75,83.30000000000001,High,71.0,83.5,83.30000000000001,0.1834862385321101,0.25382262996941896,1.0024009603841535,0,1,0.2354618015963512,0.9144811858608894,0.4991448118586089,0.16904218928164197,2
1087,HS,HIGHER SECONDARY EXAMINATION,85.0,80.0,68,87,86.0,80.0,83.0,83.6,82.2,WBBSE,English,324.0,81.0,82.9,High,80.0,82.5,82.9,0.20987654320987653,0.25617283950617287,0.9951749095295536,0,1,0.3939566704675028,0.8013112884834663,0.4991448118586089,0.4985746864310148,2
1088,HS,HIGHER SECONDARY,73.0,76.0,75,77,76.0,80.0,75.0,75.8,82.2,WBBSE,English,303.0,75.75,79.0,Medium,80.0,74.5,79.0,0.24752475247524752,0.24752475247524752,0.9430379746835443,0,1,0.5253705815279361,0.5538768529076397,0.09350057012542759,0.4985746864310148,4
1089,HS,"All India Senior Secondary School Examination, 2021",91.0,86.0,81,85,85.0,77.0,83.0,85.6,82.2,WBBSE,English,334.0,83.5,83.9,High,77.0,88.5,83.9,0.24251497005988024,0.24850299401197604,1.0548271752085816,0,1,0.6505131128848347,0.7522805017103763,0.4991448118586089,0.27137970353477764,2
1090,HS,HIGHER SECONDARY ,87.0,88.0,85,90,90.0,82.0,83.0,88.0,82.2,WBBSE,English,348.0,87.0,85.1,High,82.0,87.5,85.1,0.2442528735632184,0.23850574712643677,1.028202115158637,0,1,0.7320410490307868,0.8608893956670467,0.4991448118586089,0.7346066134549601,1
1091,HS,HIGHER SECONDARY EXAMINATION,80.0,86.0,67,88,88.0,71.0,83.0,82.6,82.2,WBBSE,English,326.0,81.5,82.4,High,71.0,83.0,82.4,0.20552147239263804,0.254601226993865,1.0072815533980581,0,1,0.37457240592930446,0.822405929304447,0.4991448118586089,0.16904218928164197,2
1092,HS,West Bengal Higher Secondary Examination,96.0,82.0,92,97,97.0,77.0,83.0,92.8,82.2,WBBSE,English,369.0,92.25,87.5,High,77.0,89.0,87.5,0.24932249322493225,0.22493224932249323,1.0171428571428571,0,1,0.8657354618015963,0.9885974914481186,0.4991448118586089,0.27137970353477764,1
1093,HS,Higher Secondary Examination,70.0,72.0,70,75,75.0,66.0,83.0,72.4,82.2,WBBSE,English,303.0,75.75,77.30000000000001,Medium,66.0,71.0,77.30000000000001,0.23102310231023102,0.2739273927392739,0.9184993531694695,0,1,0.4258836944127708,0.4991448118586089,0.4991448118586089,0.11345496009122007,4
1094,HS,ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION,82.0,86.0,76,88,91.0,80.0,95.0,86.4,82.2,WBBSE,English,350.0,87.5,84.30000000000001,High,80.0,84.0,84.30000000000001,0.21714285714285714,0.2714285714285714,0.9964412811387899,0,1,0.5513112884834663,0.822405929304447,0.9615165336374002,0.4985746864310148,1
1095,HS,COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS,71.0,71.0,47,74,61.0,80.0,66.0,68.6,82.2,WBBSE,English,248.0,62.0,75.4,Medium,80.0,71.0,75.4,0.18951612903225806,0.2661290322580645,0.9416445623342174,0,1,0.07183580387685291,0.47690992018244016,0.04532497149372862,0.4985746864310148,10
1096,HS,HIGHER SECONDARY,82.0,72.0,74,83,84.0,80.0,83.0,79.0,82.2,WBBSE,English,324.0,81.0,80.6,High,80.0,77.0,80.6,0.22839506172839505,0.25617283950617287,0.9553349875930521,0,1,0.5017103762827823,0.7032497149372862,0.4991448118586089,0.4985746864310148,2
1097,HS,Higher Secondary Examination,61.0,75.0,56,78,78.0,71.0,83.0,72.6,82.2,WBBSE,English,295.0,73.75,77.4,Medium,71.0,68.0,77.4,0.18983050847457628,0.28135593220338984,0.8785529715762274,0,1,0.17103762827822122,0.5781071835803877,0.4991448118586089,0.16904218928164197,10
1098,HS,HIGHER SECONDARY,90.0,78.0,72,91,91.0,85.0,83.0,87.0,82.2,WBBSE,English,337.0,84.25,84.6,High,85.0,84.0,84.6,0.21364985163204747,0.24629080118694363,0.9929078014184398,0,1,0.4655074116305587,0.8902508551881414,0.4991448118586089,0.7907639680729761,2
1099,HS,HIGHER SECONDARY,78.0,67.0,57,54,64.0,53.0,83.0,64.0,82.2,WBBSE,English,258.0,64.5,73.1,Medium,53.0,72.5,73.1,0.22093023255813954,0.32170542635658916,0.9917920656634748,0,1,0.18899657924743443,0.09606613454960092,0.4991448118586089,0.021664766248574687,10
1100,HS,CBSE,64.0,66.0,58,60,73.0,76.0,83.0,67.8,82.2,WBBSE,English,274.0,68.5,75.0,Medium,76.0,65.0,75.0,0.2116788321167883,0.3029197080291971,0.8666666666666667,1,1,0.20467502850627137,0.1790193842645382,0.4991448118586089,0.2525655644241733,10
1101,HS,HIGHER SECONDARY EDUCATION,71.0,75.0,62,78,78.0,66.0,83.0,73.6,82.2,WBBSE,English,301.0,75.25,77.9,Medium,66.0,73.0,77.9,0.2059800664451827,0.2757475083056478,0.9370988446726571,0,1,0.282497149372862,0.5781071835803877,0.4991448118586089,0.11345496009122007,4
1102,HS,ISC,86.0,84.0,61,76,75.0,92.0,83.0,82.6,82.2,WBBSE,English,295.0,73.75,82.4,Medium,92.0,85.0,82.4,0.20677966101694914,0.28135593220338984,1.0315533980582523,0,1,0.26254275940706956,0.5267958950969214,0.4991448118586089,0.9184720638540479,6
1103,HS,Higher Secondary Exam,87.0,82.0,56,88,88.0,81.0,83.0,85.2,82.2,WBBSE,English,315.0,78.75,83.7,Medium,81.0,84.5,83.7,0.17777777777777778,0.2634920634920635,1.009557945041816,0,1,0.17103762827822122,0.822405929304447,0.4991448118586089,0.7115165336374002,4
1104,HS,HIGHER SECONDARY,80.0,74.0,65,82,81.0,77.0,83.0,78.8,82.2,WBBSE,English,311.0,77.75,80.5,Medium,77.0,77.0,80.5,0.2090032154340836,0.26688102893890675,0.9565217391304348,0,1,0.33836944127708096,0.677023945267959,0.4991448118586089,0.27137970353477764,4
1105,HS," INDIAN SCHOOL CERTIFICATE EXAMINATIONS, NEW DELHI",84.0,84.0,70,75,69.0,87.0,83.0,80.0,82.2,WBBSE,English,297.0,74.25,81.1,Medium,87.0,84.0,81.1,0.2356902356902357,0.27946127946127947,1.0357583230579532,0,1,0.4258836944127708,0.4991448118586089,0.4991448118586089,0.8278221208665907,9
1106,HS,AISSCE,86.0,72.0,52,60,76.0,80.0,80.0,74.8,82.2,WBBSE,English,268.0,67.0,78.5,Medium,80.0,79.0,78.5,0.19402985074626866,0.29850746268656714,1.0063694267515924,0,1,0.10860889395667046,0.1790193842645382,0.12913340935005702,0.4985746864310148,10
1107,HS,Higher secondary examination ,90.0,88.0,67,92,91.0,80.0,92.0,90.6,82.2,WBBSE,English,342.0,85.5,86.4,High,80.0,89.0,86.4,0.195906432748538,0.26900584795321636,1.0300925925925926,0,1,0.37457240592930446,0.9144811858608894,0.9230330672748005,0.4985746864310148,1
1108,HS,Higher Secondary Examination,91.0,82.0,64,92,92.0,81.0,83.0,87.6,82.2,WBBSE,English,331.0,82.75,84.9,High,81.0,86.5,84.9,0.1933534743202417,0.25075528700906347,1.0188457008244993,0,1,0.3209806157354618,0.9144811858608894,0.4991448118586089,0.7115165336374002,2
1109,HS,HIGHER SECONDARY EDUCATION,91.0,85.0,65,92,92.0,85.0,83.0,89.0,82.2,WBBSE,English,332.0,83.0,85.6,High,85.0,88.0,85.6,0.19578313253012047,0.25,1.0280373831775702,0,1,0.33836944127708096,0.9144811858608894,0.4991448118586089,0.7907639680729761,2
1110,HS,HIGHER SECONDARY ,72.0,74.0,57,85,84.0,80.0,85.0,80.0,82.2,WBBSE,English,311.0,77.75,81.1,Medium,80.0,73.0,81.1,0.1832797427652733,0.2733118971061093,0.9001233045622689,0,1,0.18899657924743443,0.7522805017103763,0.8557582668187002,0.4985746864310148,4
1111,HS,Higher Secondary Examination 2021,80.0,75.0,60,81,82.0,70.0,83.0,77.6,82.2,WBBSE,English,306.0,76.5,79.9,Medium,70.0,77.5,79.9,0.19607843137254902,0.27124183006535946,0.9699624530663329,0,1,0.2354618015963512,0.6476624857468644,0.4991448118586089,0.1525085518814139,4
1112,HS,HIGHER SECONDARY EXAMINATION,78.0,81.0,75,83,82.0,80.0,83.0,79.8,82.2,WBBSE,English,323.0,80.75,81.0,High,80.0,79.5,81.0,0.23219814241486067,0.25696594427244585,0.9814814814814815,0,1,0.5253705815279361,0.7032497149372862,0.4991448118586089,0.4985746864310148,2
1113,HS,ABHISHEK SINGH,78.0,82.0,91,91,92.0,80.0,74.0,86.8,82.2,WBBSE,English,348.0,87.0,84.5,High,80.0,80.0,84.5,0.2614942528735632,0.21264367816091953,0.9467455621301775,0,1,0.8454960091220068,0.8902508551881414,0.08551881413911061,0.4985746864310148,1
1114,HS,CBSE,77.0,61.0,60,82,74.0,51.0,83.0,70.8,82.2,WBBSE,English,299.0,74.75,76.5,Medium,51.0,69.0,76.5,0.20066889632107024,0.27759197324414714,0.9019607843137255,1,1,0.2354618015963512,0.677023945267959,0.4991448118586089,0.013397947548460661,10
1115,HS,ISC,88.0,88.0,83,85,87.0,80.0,91.0,87.8,82.2,WBBSE,English,346.0,86.5,85.0,High,80.0,88.0,85.0,0.2398843930635838,0.2630057803468208,1.035294117647059,0,1,0.6918472063854048,0.7522805017103763,0.9119156214367161,0.4985746864310148,1
1116,HS,WBCHSE,73.0,66.0,62,77,77.0,67.0,83.0,72.0,82.2,WBBSE,English,299.0,74.75,77.1,Medium,67.0,69.5,77.1,0.20735785953177258,0.27759197324414714,0.9014267185473411,0,1,0.282497149372862,0.5538768529076397,0.4991448118586089,0.1265678449258837,10
1117,HS,HIGER SECONDARY,85.0,94.0,75,95,95.0,80.0,83.0,88.8,82.2,WBBSE,English,348.0,87.0,85.5,High,80.0,89.5,85.5,0.21551724137931033,0.23850574712643677,1.0467836257309941,0,1,0.5253705815279361,0.9677879133409351,0.4991448118586089,0.4985746864310148,1
1118,HS,SENIOR SCHOOL CERTIFICATE EXAMINATION,90.0,86.0,72,81,90.0,71.0,85.0,83.6,82.2,WBBSE,English,328.0,82.0,82.9,High,71.0,88.0,82.9,0.21951219512195122,0.25914634146341464,1.0615199034981906,0,1,0.4655074116305587,0.6476624857468644,0.8557582668187002,0.16904218928164197,2
1119,HS,HIGHER SECONDARY EXAMINATION,81.0,91.0,72,92,92.0,80.0,83.0,85.6,82.2,WBBSE,English,339.0,84.75,83.9,High,80.0,86.0,83.9,0.21238938053097345,0.2448377581120944,1.0250297973778306,0,1,0.4655074116305587,0.9144811858608894,0.4991448118586089,0.4985746864310148,2
1120,HS,HS,93.0,93.0,88,94,94.0,90.0,83.0,92.8,82.2,WBBSE,English,359.0,89.75,87.5,High,90.0,93.0,87.5,0.24512534818941503,0.23119777158774374,1.062857142857143,0,1,0.7847776510832383,0.9489737742303307,0.4991448118586089,0.8762827822120867,1
1121,HS,HS,93.0,92.0,90,94,94.0,85.0,83.0,92.6,82.2,WBBSE,English,361.0,90.25,87.4,High,85.0,92.5,87.4,0.24930747922437674,0.2299168975069252,1.0583524027459954,0,1,0.8192702394526796,0.9489737742303307,0.4991448118586089,0.7907639680729761,1
1122,HS,AISSCE,75.0,86.0,58,66,64.0,80.0,69.0,66.4,82.2,WBBSE,English,257.0,64.25,74.30000000000001,Medium,80.0,80.5,74.30000000000001,0.22568093385214008,0.26848249027237353,1.0834454912516822,0,1,0.20467502850627137,0.31442417331813,0.055872291904218926,0.4985746864310148,10
1123,HS,AISSCE,81.0,86.0,63,75,81.0,80.0,75.0,75.0,82.2,WBBSE,English,294.0,73.5,78.6,Medium,80.0,83.5,78.6,0.21428571428571427,0.25510204081632654,1.0623409669211197,0,1,0.3024515393386545,0.4991448118586089,0.09350057012542759,0.4985746864310148,9
1124,HS,AYUSH KUMAR,70.0,97.0,54,61,65.0,80.0,75.0,73.6,82.2,WBBSE,English,255.0,63.75,77.9,Medium,80.0,83.5,77.9,0.21176470588235294,0.29411764705882354,1.0718870346598202,0,1,0.13968072976054732,0.20496009122006842,0.09350057012542759,0.4985746864310148,9
1125,HS,Higher Secondary,79.0,71.0,45,62,56.0,80.0,83.0,62.6,82.2,WBBSE,English,246.0,61.5,72.4,Medium,80.0,75.0,72.4,0.18292682926829268,0.33739837398373984,1.0359116022099446,0,1,0.04532497149372862,0.2266248574686431,0.4991448118586089,0.4985746864310148,10
1126,HS,West Bengal Council Of Higher Secondary Education,81.0,78.0,66,81,83.0,67.0,83.0,78.0,82.2,WBBSE,English,313.0,78.25,80.1,Medium,67.0,79.5,80.1,0.2108626198083067,0.26517571884984026,0.9925093632958802,0,1,0.3566134549600912,0.6476624857468644,0.4991448118586089,0.1265678449258837,4
1127,HS,Higher secondary examination,70.0,83.0,74,85,85.0,80.0,83.0,81.4,82.2,WBBSE,English,327.0,81.75,81.80000000000001,High,80.0,76.5,81.80000000000001,0.22629969418960244,0.25382262996941896,0.9352078239608801,0,1,0.5017103762827823,0.7522805017103763,0.4991448118586089,0.4985746864310148,2
1128,HS,ICSE,85.0,85.0,76,69,79.0,80.0,83.0,81.6,82.2,WBBSE,English,307.0,76.75,81.9,Medium,80.0,85.0,81.9,0.247557003257329,0.2703583061889251,1.0378510378510377,0,1,0.5513112884834663,0.36630558722919043,0.4991448118586089,0.4985746864310148,4
1129,HS,HIGHER SECONDARY EXAMINATION,73.0,85.0,56,63,63.0,88.0,83.0,74.4,82.2,WBBSE,English,265.0,66.25,78.30000000000001,Medium,88.0,79.0,78.30000000000001,0.21132075471698114,0.3132075471698113,1.0089399744572156,0,1,0.17103762827822122,0.2508551881413911,0.4991448118586089,0.8483466362599772,10
1130,HS,WEST BENGAL COUNCIL OF HIGHER SECONDERY EDUCATION,84.0,83.0,87,90,80.0,86.0,83.0,86.0,82.2,WBBSE,English,340.0,85.0,84.1,High,86.0,83.5,84.1,0.25588235294117645,0.24411764705882352,0.9928656361474436,0,1,0.7671037628278221,0.8608893956670467,0.4991448118586089,0.8084378563283923,1
1131,HS,WBCHSE,68.0,60.0,60,71,72.0,80.0,66.0,67.4,82.2,WBBSE,English,269.0,67.25,74.80000000000001,Medium,80.0,64.0,74.80000000000001,0.22304832713754646,0.24535315985130113,0.855614973262032,0,1,0.2354618015963512,0.41191562143671606,0.04532497149372862,0.4985746864310148,10
1132,HS,KUNTAL MISTRY,84.0,80.0,79,72,69.0,80.0,80.0,79.0,82.2,WBBSE,English,300.0,75.0,80.6,Medium,80.0,82.0,80.6,0.2633333333333333,0.26666666666666666,1.0173697270471465,0,1,0.6068985176738882,0.4372862029646522,0.12913340935005702,0.4985746864310148,4
1133,HS,BSEB,100.0,40.0,60,62,69.0,80.0,83.0,70.4,82.2,WBBSE,English,274.0,68.5,76.30000000000001,Medium,80.0,70.0,76.30000000000001,0.21897810218978103,0.3029197080291971,0.9174311926605503,0,1,0.2354618015963512,0.2266248574686431,0.4991448118586089,0.4985746864310148,10
1134,HS,ISC,90.0,87.0,76,80,74.0,80.0,80.0,82.6,82.2,WBBSE,English,310.0,77.5,82.4,Medium,80.0,88.5,82.4,0.24516129032258063,0.25806451612903225,1.0740291262135921,0,1,0.5513112884834663,0.61345496009122,0.12913340935005702,0.4985746864310148,4
1135,HS,West Bengal Council of Higher Secondary Education,80.0,84.0,62,86,86.0,81.0,83.0,83.4,82.2,WBBSE,English,317.0,79.25,82.80000000000001,Medium,81.0,82.0,82.80000000000001,0.19558359621451105,0.2618296529968454,0.9903381642512076,0,1,0.282497149372862,0.7785062713797035,0.4991448118586089,0.7115165336374002,4
1136,HS,ISC,88.0,95.0,73,74,70.0,97.0,83.0,85.4,82.2,WBBSE,English,300.0,75.0,83.80000000000001,Medium,97.0,91.5,83.80000000000001,0.24333333333333335,0.27666666666666667,1.0918854415274462,0,1,0.4823261117445838,0.47690992018244016,0.4991448118586089,0.9846066134549601,4
1137,HS,HIGHER SECONDARY EXAMINATION,82.0,75.0,74,83,83.0,72.0,83.0,79.4,82.2,WBBSE,English,323.0,80.75,80.80000000000001,High,72.0,78.5,80.80000000000001,0.22910216718266255,0.25696594427244585,0.9715346534653464,0,1,0.5017103762827823,0.7032497149372862,0.4991448118586089,0.18329532497149373,2
1138,HS,H.S,80.0,61.0,75,80,82.0,80.0,83.0,79.4,82.2,WBBSE,English,320.0,80.0,80.80000000000001,Medium,80.0,70.5,80.80000000000001,0.234375,0.259375,0.8725247524752474,0,1,0.5253705815279361,0.61345496009122,0.4991448118586089,0.4985746864310148,2
1139,HS,HIGHER SECONDARY EXAMINATION,91.0,88.0,73,93,93.0,90.0,83.0,91.0,82.2,WBBSE,English,342.0,85.5,86.6,High,90.0,89.5,86.6,0.2134502923976608,0.24269005847953215,1.0334872979214782,0,1,0.4823261117445838,0.9332953249714937,0.4991448118586089,0.8762827822120867,1
1140,HS,HIGHER SECONDARY (10+2),53.0,64.0,74,77,76.0,50.0,83.0,68.8,82.2,WBBSE,English,310.0,77.5,75.5,Medium,50.0,58.5,75.5,0.23870967741935484,0.267741935483871,0.7748344370860927,0,1,0.5017103762827823,0.5538768529076397,0.4991448118586089,0.008836944127708095,4
1141,HS,HIGHER SECONDARY EXAMINATION,67.0,67.0,58,70,71.0,67.0,83.0,68.4,82.2,WBBSE,English,282.0,70.5,75.30000000000001,Medium,67.0,67.0,75.30000000000001,0.20567375886524822,0.29432624113475175,0.8897742363877821,0,1,0.20467502850627137,0.3848346636259977,0.4991448118586089,0.1265678449258837,10
1142,HS,ISC,88.0,86.0,80,81,76.0,79.0,83.0,80.8,82.2,WBBSE,English,320.0,80.0,81.5,Medium,79.0,87.0,81.5,0.25,0.259375,1.0674846625766872,0,1,0.6271379703534777,0.6476624857468644,0.4991448118586089,0.29389965792474343,2
1143,HS,ISC,87.0,82.0,73,77,87.0,84.0,83.0,83.4,82.2,WBBSE,English,320.0,80.0,82.80000000000001,Medium,84.0,84.5,82.80000000000001,0.228125,0.259375,1.0205314009661834,0,1,0.4823261117445838,0.5538768529076397,0.4991448118586089,0.7725199543899658,2
1144,HS,WB HS ,78.0,74.0,42,52,50.0,65.0,83.0,63.8,82.2,WBBSE,English,227.0,56.75,73.0,Low,65.0,76.0,73.0,0.18502202643171806,0.3656387665198238,1.0410958904109588,0,1,0.008836944127708095,0.06727480045610035,0.4991448118586089,0.09920182440136831,10
1145,HS,Higher Secondary,83.0,74.0,70,84,85.0,82.0,83.0,81.6,82.2,WBBSE,English,322.0,80.5,81.9,High,82.0,78.5,81.9,0.21739130434782608,0.2577639751552795,0.9584859584859584,0,1,0.4258836944127708,0.7274800456100342,0.4991448118586089,0.7346066134549601,2
1146,HS,CBSE,88.0,82.0,74,47,84.0,80.0,82.0,82.0,82.2,WBBSE,English,287.0,71.75,82.1,Medium,80.0,85.0,82.1,0.2578397212543554,0.2857142857142857,1.0353227771010962,1,1,0.5017103762827823,0.006271379703534778,0.14737742303306728,0.4985746864310148,6
1147,HS,ISC,87.0,86.0,73,73,75.0,80.0,91.0,79.8,82.2,WBBSE,English,312.0,78.0,81.0,Medium,80.0,86.5,81.0,0.23397435897435898,0.2916666666666667,1.0679012345679013,0,1,0.4823261117445838,0.45923603192702395,0.9119156214367161,0.4985746864310148,4
1148,HS,ISC,66.0,66.0,79,86,67.0,80.0,92.0,78.0,82.2,WBBSE,English,324.0,81.0,80.1,High,80.0,66.0,80.1,0.24382716049382716,0.2839506172839506,0.8239700374531835,0,1,0.6068985176738882,0.7785062713797035,0.9230330672748005,0.4985746864310148,2
1149,HS,AISSCE,95.0,86.0,91,89,81.0,85.0,83.0,88.2,82.2,WBBSE,English,344.0,86.0,85.2,High,85.0,90.5,85.2,0.26453488372093026,0.24127906976744187,1.062206572769953,0,1,0.8454960091220068,0.8389395667046751,0.4991448118586089,0.7907639680729761,1
1150,HS,SENIOR SCHOOL CERTIFICATE EXAMINATION,79.0,80.0,68,78,64.0,80.0,71.0,75.2,82.2,WBBSE,English,281.0,70.25,78.7,Medium,80.0,79.5,78.7,0.24199288256227758,0.2526690391459075,1.0101651842439643,0,1,0.3939566704675028,0.5781071835803877,0.06784492588369441,0.4985746864310148,10
1151,HS,SAMORESH RUIDAS,83.0,72.0,78,70,76.0,82.0,83.0,78.2,82.2,WBBSE,English,307.0,76.75,80.2,Medium,82.0,77.5,80.2,0.254071661237785,0.2703583061889251,0.9663341645885286,0,1,0.5920752565564424,0.3848346636259977,0.4991448118586089,0.7346066134549601,4
1152,HS,CBSE,70.0,63.0,43,59,65.0,80.0,83.0,60.0,82.2,WBBSE,English,250.0,62.5,71.1,Medium,80.0,66.5,71.1,0.172,0.332,0.9353023909985936,1,1,0.01282782212086659,0.15992018244013684,0.4991448118586089,0.4985746864310148,12
1153,HS,HIGHER SECONDARY EXAMINATION ,70.0,75.0,56,77,76.0,57.0,83.0,71.0,82.2,WBBSE,English,292.0,73.0,76.6,Medium,57.0,72.5,76.6,0.1917808219178082,0.2842465753424658,0.9464751958224544,0,1,0.17103762827822122,0.5538768529076397,0.4991448118586089,0.037058152793614595,10
1154,HS,Higher Secondary Examination ,88.0,90.0,53,90,91.0,86.0,83.0,89.0,82.2,WBBSE,English,317.0,79.25,85.6,Medium,86.0,89.0,85.6,0.167192429022082,0.2618296529968454,1.0397196261682244,0,1,0.12229190421892816,0.8608893956670467,0.4991448118586089,0.8084378563283923,4
1155,HS,West Bengal Higher Secondary Examination,74.0,86.0,71,86,88.0,74.0,83.0,81.6,82.2,WBBSE,English,328.0,82.0,81.9,High,74.0,80.0,81.9,0.21646341463414634,0.2530487804878049,0.9768009768009768,0,1,0.44954389965792474,0.7785062713797035,0.4991448118586089,0.2112314709236032,2
1156,HS,cbse boards,84.0,83.0,87,91,89.0,80.0,80.0,86.8,82.2,WBBSE,English,347.0,86.75,84.5,High,80.0,83.5,84.5,0.2507204610951009,0.23054755043227665,0.9881656804733728,0,1,0.7671037628278221,0.8902508551881414,0.12913340935005702,0.4985746864310148,1
1157,HS,HIGHER SECONDARY,68.0,82.0,55,84,84.0,75.0,83.0,78.6,82.2,WBBSE,English,306.0,76.5,80.4,Medium,75.0,75.0,80.4,0.17973856209150327,0.27124183006535946,0.9328358208955223,0,1,0.15592930444697833,0.7274800456100342,0.4991448118586089,0.23090079817559864,4
