Sl_No,12th_Name,12th_Board,Total Lang1,Total Lang2,Total Math,Total PHY,Total CHE,Total BIO/other,Total CS/IT,12th_Pct,10th_Pct,10th_Board,10th_Medium,STEM_Total,STEM_Avg,Overall_Avg,Aptitude
1019,HS,WEST BENGAL HIGHER SECONDARY EXAMINATION,60.0,70.0,60,71,73.0,41.0,83.0,66.8,82.2,WBBSE,English,287.0,71.75,74.5,Medium
1020,HS,Higher Secondary Examination,90.0,75.0,63,90,91.0,76.0,83.0,84.4,82.2,WBBSE,English,327.0,81.75,83.30000000000001,High
1021,HS,AISSCE,91.0,86.0,76,81,67.0,93.0,83.0,81.6,82.2,WBBSE,English,307.0,76.75,81.9,Medium
1022,HS,ISC ,77.0,77.0,53,88,68.0,92.0,83.0,80.4,82.2,WBBSE,English,292.0,73.0,81.30000000000001,Medium
1023,HS,Higher Secondary Examination,80.0,81.0,68,88,88.0,80.0,88.0,85.0,82.2,WBBSE,English,332.0,83.0,83.6,High
1024,HS,WBCHSE,90.0,90.0,74,91,91.0,82.0,83.0,88.8,82.2,WBBSE,English,339.0,84.75,85.5,High
1025,HS,Higher Secondary Examination,91.0,92.0,97,99,97.0,80.0,83.0,95.2,82.2,WBBSE,English,376.0,94.0,88.7,High
1026,HS,ISC,93.0,94.0,74,80,72.0,80.0,86.0,85.4,82.2,WBBSE,English,312.0,78.0,83.80000000000001,Medium
1027,HS,HIGHER SECONDARY,91.0,91.0,64,93,93.0,77.0,83.0,89.0,82.2,WBBSE,English,333.0,83.25,85.6,High
1028,HS,CBSE,93.0,86.0,83,89,87.0,90.0,83.0,88.4,82.2,WBBSE,English,342.0,85.5,85.30000000000001,High
1029,HS,All India Senior School Certificate Examination(AISSCE),94.0,86.0,76,85,81.0,82.0,83.0,83.6,82.2,WBBSE,English,325.0,81.25,82.9,High
1030,HS,WBCHSE,62.0,77.0,46,80,78.0,80.0,83.0,68.6,82.2,WBBSE,English,287.0,71.75,75.4,Medium
1031,HS,AISSCE,93.0,92.0,95,94,95.0,80.0,94.0,94.2,82.2,WBBSE,English,378.0,94.5,88.2,High
1032,HS,Indian school certificate examination class 12 year 2021,91.0,91.0,68,76,80.0,80.0,83.0,81.2,82.2,WBBSE,English,307.0,76.75,81.7,Medium
1033,HS,Higher Secondary Examination,90.0,84.0,65,90,90.0,77.0,83.0,86.2,82.2,WBBSE,English,328.0,82.0,84.2,High
1034,HS,SENIOR SCHOOL CERTIFICATE EXAMINATION,94.0,86.0,84,87,89.0,80.0,95.0,89.8,82.2,WBBSE,English,355.0,88.75,86.0,High
1035,HS,ISC ,88.0,90.0,89,95,91.0,83.0,83.0,90.6,82.2,WBBSE,English,358.0,89.5,86.4,High
1036,HS,West Bengal Higher Secondary Examination,76.0,87.0,44,90,90.0,73.0,83.0,83.2,82.2,WBBSE,English,307.0,76.75,82.7,Medium
1037,HS, HIGH SECONDARY,82.0,85.0,80,79,63.0,81.0,83.0,81.4,82.2,WBBSE,English,305.0,76.25,81.80000000000001,Medium
1038,HS,HIGHER SECONDARY,75.0,74.0,48,77,76.0,80.0,83.0,70.0,82.2,WBBSE,English,284.0,71.0,76.1,Medium
1039,HS,Higher Secondary Examination,75.0,78.0,63,80,77.0,77.0,83.0,77.4,82.2,WBBSE,English,303.0,75.75,79.80000000000001,Medium
1040,HS,HIGHER SECONDARY EXAMINATION,96.0,91.0,91,96,96.0,92.0,83.0,94.2,82.2,WBBSE,English,366.0,91.5,88.2,High
1041,HS,HS,71.0,72.0,61,76,76.0,80.0,64.0,71.8,82.2,WBBSE,English,277.0,69.25,77.0,Medium
1042,HS,Higher Secondary,80.0,80.0,72,81,81.0,83.0,83.0,81.0,82.2,WBBSE,English,317.0,79.25,81.6,Medium
1043,HS,BSEB,77.0,70.0,80,71,64.0,80.0,83.0,72.4,82.2,WBBSE,English,298.0,74.5,77.30000000000001,Medium
1044,HS,HIGHER SECONDARY,84.0,75.0,66,86,86.0,73.0,83.0,80.8,82.2,WBBSE,English,321.0,80.25,81.5,High
1045,HS,ISC,89.0,94.0,84,81,73.0,80.0,95.0,88.6,82.2,WBBSE,English,333.0,83.25,85.4,High
1046,HS,Higher Secondary Examination,91.0,84.0,75,88,92.0,70.0,83.0,86.0,82.2,WBBSE,English,338.0,84.5,84.1,High
1047,HS,SWARNALI DEY,80.0,73.0,63,82,82.0,74.0,83.0,78.2,82.2,WBBSE,English,310.0,77.5,80.2,Medium
1048,HS,West Bengal Higher Secondary Examination,74.0,72.0,33,75,76.0,65.0,83.0,72.4,82.2,WBBSE,English,267.0,66.75,77.30000000000001,Medium
1049,HS,HIGHER SECONDARY EXAMINATION,83.0,84.0,65,86,86.0,86.0,83.0,85.0,82.2,WBBSE,English,320.0,80.0,83.6,Medium
1050,HS, Higher Secondary examination,83.0,90.0,83,90,90.0,80.0,83.0,87.2,82.2,WBBSE,English,346.0,86.5,84.7,High
1051,HS,Tausif Akaram,83.0,86.0,76,82,81.0,80.0,83.0,81.0,82.2,WBBSE,English,322.0,80.5,81.6,High
1052,HS,Higher Secondary Examination,74.0,80.0,60,82,83.0,81.0,83.0,80.0,82.2,WBBSE,English,308.0,77.0,81.1,Medium
1053,HS,HigherSecondary,87.0,86.0,80,88,88.0,75.0,83.0,85.8,82.2,WBBSE,English,339.0,84.75,84.0,High
1054,HS,ISC,87.0,89.0,63,71,58.0,80.0,74.0,76.8,82.2,WBBSE,English,266.0,66.5,79.5,Medium
1055,HS,central board of secondary education,90.0,83.0,62,57,84.0,80.0,83.0,75.2,82.2,WBBSE,English,286.0,71.5,78.7,Medium
1056,HS,Senior School Certificate Examination,80.0,86.0,61,66,70.0,80.0,83.0,55.4,82.2,WBBSE,English,280.0,70.0,68.8,Medium
1057,HS,West Bengal council of higher secondary education,80.0,80.0,70,82,81.0,40.0,83.0,78.6,82.2,WBBSE,English,316.0,79.0,80.4,Medium
1058,HS,Higher secondary examination,84.0,80.0,63,86,86.0,70.0,83.0,81.2,82.2,WBBSE,English,318.0,79.5,81.7,Medium
1059,HS,Higher secondary examination,73.0,64.0,62,76,75.0,43.0,83.0,70.0,82.2,WBBSE,English,296.0,74.0,76.1,Medium
1060,HS,"SENIOR SCHOOL CERTIFICATE EXAMINATION, 2021",92.0,92.0,75,80,81.0,80.0,80.0,85.0,82.2,WBBSE,English,316.0,79.0,83.6,Medium
1061,HS,Indian School Certificate Examination,60.0,96.0,68,68,70.0,88.0,83.0,78.0,82.2,WBBSE,English,289.0,72.25,80.1,Medium
1062,HS,ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION,90.0,91.0,75,67,82.0,80.0,83.0,81.0,82.2,WBBSE,English,307.0,76.75,81.6,Medium
1063,HS,HIGHER SECONDARY,81.0,80.0,63,83,83.0,76.0,83.0,80.6,82.2,WBBSE,English,312.0,78.0,81.4,Medium
1064,HS,Intermediate Annual Examination,48.0,61.0,37,48,58.0,80.0,83.0,50.4,82.2,WBBSE,English,226.0,56.5,66.3,Low
1065,HS,Higher Secondary Exam,80.0,80.0,46,83,83.0,65.0,83.0,78.2,82.2,WBBSE,English,295.0,73.75,80.2,Medium
1066,HS,HIGHER SECONDARY,72.0,86.0,67,88,88.0,78.0,83.0,82.4,82.2,WBBSE,English,326.0,81.5,82.30000000000001,High
1067,HS,INDIAN SCHOOL CERTIFICATE EXAMINATION,89.0,86.0,75,77,83.0,81.0,83.0,81.0,82.2,WBBSE,English,318.0,79.5,81.6,Medium
1068,HS,HIGHER SECONDARY EXAMINATION 2021,88.0,83.0,76,87,87.0,74.0,83.0,84.2,82.2,WBBSE,English,333.0,83.25,83.2,High
1069,HS,HIGHER SECONDARY,92.0,94.0,87,95,94.0,92.0,83.0,93.4,82.2,WBBSE,English,359.0,89.75,87.80000000000001,High
1070,HS,INDIAN SCHOOL CERTIFICATE EXAMINATIONS,79.0,94.0,69,67,66.0,80.0,74.0,76.6,82.2,WBBSE,English,276.0,69.0,79.4,Medium
1071,HS,W.B.C.H.S.E,85.0,86.0,80,88,88.0,82.0,83.0,85.8,82.2,WBBSE,English,339.0,84.75,84.0,High
1072,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,67.0,66.0,76,83,83.0,83.0,83.0,78.4,82.2,WBBSE,English,325.0,81.25,80.30000000000001,High
1073,HS,SENIOR SCHOOL CERTIFICATE EXAMINATION,88.0,89.0,81,86,79.0,76.0,83.0,84.6,82.2,WBBSE,English,329.0,82.25,83.4,High
1074,HS,HIGHER SECONDARY EXAMINATION,70.0,70.0,70,73,72.0,80.0,71.0,71.2,82.2,WBBSE,English,286.0,71.5,76.7,Medium
1075,HS,SENIOR SCHOOL CERTIFICATE EXAMINATION 2021,89.0,86.0,78,82,89.0,80.0,81.0,83.8,82.2,WBBSE,English,330.0,82.5,83.0,High
1076,HS,Bibhu Sundar Pal,90.0,93.0,94,95,95.0,95.0,83.0,94.4,82.2,WBBSE,English,367.0,91.75,88.30000000000001,High
1077,HS,Higher Secondary,44.0,70.0,47,72,70.0,61.0,83.0,64.0,82.2,WBBSE,English,272.0,68.0,73.1,Medium
1078,HS,CBSE,80.0,86.0,45,55,55.0,50.0,83.0,57.0,82.2,WBBSE,English,238.0,59.5,69.6,Low
1079,HS,WBCHSE,70.0,84.0,48,85,83.0,80.0,88.0,82.0,82.2,WBBSE,English,304.0,76.0,82.1,Medium
1080,HS,Senior school certificate exam,91.0,82.0,81,76,78.0,80.0,83.0,81.6,82.2,WBBSE,English,318.0,79.5,81.9,Medium
1081,HS,HIGHER SECONDARY,76.0,62.0,61,80,80.0,80.0,75.0,74.6,82.2,WBBSE,English,296.0,74.0,78.4,Medium
1082,HS,West Bengal Council of Higher Secondary Education,73.0,83.0,77,84,85.0,81.0,83.0,82.0,82.2,WBBSE,English,329.0,82.25,82.1,High
1083,HS,HIGHER SECONDARY,75.0,77.0,65,80,77.0,76.0,83.0,77.0,82.2,WBBSE,English,305.0,76.25,79.6,Medium
1084,HS,West Bengal Higher Secondary Exam,77.0,83.0,72,85,85.0,74.0,83.0,80.8,82.2,WBBSE,English,325.0,81.25,81.5,High
1085,HS,Higher secondary examination,88.0,95.0,92,95,95.0,83.0,83.0,93.0,82.2,WBBSE,English,365.0,91.25,87.6,High
1086,HS,HIGHER SECONDARY EDUCATION,91.0,76.0,60,92,92.0,71.0,83.0,84.4,82.2,WBBSE,English,327.0,81.75,83.30000000000001,High
1087,HS,HIGHER SECONDARY EXAMINATION,85.0,80.0,68,87,86.0,80.0,83.0,83.6,82.2,WBBSE,English,324.0,81.0,82.9,High
1088,HS,HIGHER SECONDARY,73.0,76.0,75,77,76.0,80.0,75.0,75.8,82.2,WBBSE,English,303.0,75.75,79.0,Medium
1089,HS,"All India Senior Secondary School Examination, 2021",91.0,86.0,81,85,85.0,77.0,83.0,85.6,82.2,WBBSE,English,334.0,83.5,83.9,High
1090,HS,HIGHER SECONDARY ,87.0,88.0,85,90,90.0,82.0,83.0,88.0,82.2,WBBSE,English,348.0,87.0,85.1,High
1091,HS,HIGHER SECONDARY EXAMINATION,80.0,86.0,67,88,88.0,71.0,83.0,82.6,82.2,WBBSE,English,326.0,81.5,82.4,High
1092,HS,West Bengal Higher Secondary Examination,96.0,82.0,92,97,97.0,77.0,83.0,92.8,82.2,WBBSE,English,369.0,92.25,87.5,High
1093,HS,Higher Secondary Examination,70.0,72.0,70,75,75.0,66.0,83.0,72.4,82.2,WBBSE,English,303.0,75.75,77.30000000000001,Medium
1094,HS,ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION,82.0,86.0,76,88,91.0,80.0,95.0,86.4,82.2,WBBSE,English,350.0,87.5,84.30000000000001,High
1095,HS,COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS,71.0,71.0,47,74,61.0,80.0,66.0,68.6,82.2,WBBSE,English,248.0,62.0,75.4,Medium
1096,HS,HIGHER SECONDARY,82.0,72.0,74,83,84.0,80.0,83.0,79.0,82.2,WBBSE,English,324.0,81.0,80.6,High
1097,HS,Higher Secondary Examination,61.0,75.0,56,78,78.0,71.0,83.0,72.6,82.2,WBBSE,English,295.0,73.75,77.4,Medium
1098,HS,HIGHER SECONDARY,90.0,78.0,72,91,91.0,85.0,83.0,87.0,82.2,WBBSE,English,337.0,84.25,84.6,High
1099,HS,HIGHER SECONDARY,78.0,67.0,57,54,64.0,53.0,83.0,64.0,82.2,WBBSE,English,258.0,64.5,73.1,Medium
1100,HS,CBSE,64.0,66.0,58,60,73.0,76.0,83.0,67.8,82.2,WBBSE,English,274.0,68.5,75.0,Medium
1101,HS,HIGHER SECONDARY EDUCATION,71.0,75.0,62,78,78.0,66.0,83.0,73.6,82.2,WBBSE,English,301.0,75.25,77.9,Medium
1102,HS,ISC,86.0,84.0,61,76,75.0,92.0,83.0,82.6,82.2,WBBSE,English,295.0,73.75,82.4,Medium
1103,HS,Higher Secondary Exam,87.0,82.0,56,88,88.0,81.0,83.0,85.2,82.2,WBBSE,English,315.0,78.75,83.7,Medium
1104,HS,HIGHER SECONDARY,80.0,74.0,65,82,81.0,77.0,83.0,78.8,82.2,WBBSE,English,311.0,77.75,80.5,Medium
1105,HS," INDIAN SCHOOL CERTIFICATE EXAMINATIONS, NEW DELHI",84.0,84.0,70,75,69.0,87.0,83.0,80.0,82.2,WBBSE,English,297.0,74.25,81.1,Medium
1106,HS,AISSCE,86.0,72.0,52,60,76.0,80.0,80.0,74.8,82.2,WBBSE,English,268.0,67.0,78.5,Medium
1107,HS,Higher secondary examination ,90.0,88.0,67,92,91.0,80.0,92.0,90.6,82.2,WBBSE,English,342.0,85.5,86.4,High
1108,HS,Higher Secondary Examination,91.0,82.0,64,92,92.0,81.0,83.0,87.6,82.2,WBBSE,English,331.0,82.75,84.9,High
1109,HS,HIGHER SECONDARY EDUCATION,91.0,85.0,65,92,92.0,85.0,83.0,89.0,82.2,WBBSE,English,332.0,83.0,85.6,High
1110,HS,HIGHER SECONDARY ,72.0,74.0,57,85,84.0,80.0,85.0,80.0,82.2,WBBSE,English,311.0,77.75,81.1,Medium
1111,HS,Higher Secondary Examination 2021,80.0,75.0,60,81,82.0,70.0,83.0,77.6,82.2,WBBSE,English,306.0,76.5,79.9,Medium
1112,HS,HIGHER SECONDARY EXAMINATION,78.0,81.0,75,83,82.0,80.0,83.0,79.8,82.2,WBBSE,English,323.0,80.75,81.0,High
1113,HS,ABHISHEK SINGH,78.0,82.0,91,91,92.0,80.0,74.0,86.8,82.2,WBBSE,English,348.0,87.0,84.5,High
1114,HS,CBSE,77.0,61.0,60,82,74.0,51.0,83.0,70.8,82.2,WBBSE,English,299.0,74.75,76.5,Medium
1115,HS,ISC,88.0,88.0,83,85,87.0,80.0,91.0,87.8,82.2,WBBSE,English,346.0,86.5,85.0,High
1116,HS,WBCHSE,73.0,66.0,62,77,77.0,67.0,83.0,72.0,82.2,WBBSE,English,299.0,74.75,77.1,Medium
1117,HS,HIGER SECONDARY,85.0,94.0,75,95,95.0,80.0,83.0,88.8,82.2,WBBSE,English,348.0,87.0,85.5,High
1118,HS,SENIOR SCHOOL CERTIFICATE EXAMINATION,90.0,86.0,72,81,90.0,71.0,85.0,83.6,82.2,WBBSE,English,328.0,82.0,82.9,High
1119,HS,HIGHER SECONDARY EXAMINATION,81.0,91.0,72,92,92.0,80.0,83.0,85.6,82.2,WBBSE,English,339.0,84.75,83.9,High
1120,HS,HS,93.0,93.0,88,94,94.0,90.0,83.0,92.8,82.2,WBBSE,English,359.0,89.75,87.5,High
1121,HS,HS,93.0,92.0,90,94,94.0,85.0,83.0,92.6,82.2,WBBSE,English,361.0,90.25,87.4,High
1122,HS,AISSCE,75.0,86.0,58,66,64.0,80.0,69.0,66.4,82.2,WBBSE,English,257.0,64.25,74.30000000000001,Medium
1123,HS,AISSCE,81.0,86.0,63,75,81.0,80.0,75.0,75.0,82.2,WBBSE,English,294.0,73.5,78.6,Medium
1124,HS,AYUSH KUMAR,70.0,97.0,54,61,65.0,80.0,75.0,73.6,82.2,WBBSE,English,255.0,63.75,77.9,Medium
1125,HS,Higher Secondary,79.0,71.0,45,62,56.0,80.0,83.0,62.6,82.2,WBBSE,English,246.0,61.5,72.4,Medium
1126,HS,West Bengal Council Of Higher Secondary Education,81.0,78.0,66,81,83.0,67.0,83.0,78.0,82.2,WBBSE,English,313.0,78.25,80.1,Medium
1127,HS,Higher secondary examination,70.0,83.0,74,85,85.0,80.0,83.0,81.4,82.2,WBBSE,English,327.0,81.75,81.80000000000001,High
1128,HS,ICSE,85.0,85.0,76,69,79.0,80.0,83.0,81.6,82.2,WBBSE,English,307.0,76.75,81.9,Medium
1129,HS,HIGHER SECONDARY EXAMINATION,73.0,85.0,56,63,63.0,88.0,83.0,74.4,82.2,WBBSE,English,265.0,66.25,78.30000000000001,Medium
1130,HS,WEST BENGAL COUNCIL OF HIGHER SECONDERY EDUCATION,84.0,83.0,87,90,80.0,86.0,83.0,86.0,82.2,WBBSE,English,340.0,85.0,84.1,High
1131,HS,WBCHSE,68.0,60.0,60,71,72.0,80.0,66.0,67.4,82.2,WBBSE,English,269.0,67.25,74.80000000000001,Medium
1132,HS,KUNTAL MISTRY,84.0,80.0,79,72,69.0,80.0,80.0,79.0,82.2,WBBSE,English,300.0,75.0,80.6,Medium
1133,HS,BSEB,100.0,40.0,60,62,69.0,80.0,83.0,70.4,82.2,WBBSE,English,274.0,68.5,76.30000000000001,Medium
1134,HS,ISC,90.0,87.0,76,80,74.0,80.0,80.0,82.6,82.2,WBBSE,English,310.0,77.5,82.4,Medium
1135,HS,West Bengal Council of Higher Secondary Education,80.0,84.0,62,86,86.0,81.0,83.0,83.4,82.2,WBBSE,English,317.0,79.25,82.80000000000001,Medium
1136,HS,ISC,88.0,95.0,73,74,70.0,97.0,83.0,85.4,82.2,WBBSE,English,300.0,75.0,83.80000000000001,Medium
1137,HS,HIGHER SECONDARY EXAMINATION,82.0,75.0,74,83,83.0,72.0,83.0,79.4,82.2,WBBSE,English,323.0,80.75,80.80000000000001,High
1138,HS,H.S,80.0,61.0,75,80,82.0,80.0,83.0,79.4,82.2,WBBSE,English,320.0,80.0,80.80000000000001,Medium
1139,HS,HIGHER SECONDARY EXAMINATION,91.0,88.0,73,93,93.0,90.0,83.0,91.0,82.2,WBBSE,English,342.0,85.5,86.6,High
1140,HS,HIGHER SECONDARY (10+2),53.0,64.0,74,77,76.0,50.0,83.0,68.8,82.2,WBBSE,English,310.0,77.5,75.5,Medium
1141,HS,HIGHER SECONDARY EXAMINATION,67.0,67.0,58,70,71.0,67.0,83.0,68.4,82.2,WBBSE,English,282.0,70.5,75.30000000000001,Medium
1142,HS,ISC,88.0,86.0,80,81,76.0,79.0,83.0,80.8,82.2,WBBSE,English,320.0,80.0,81.5,Medium
1143,HS,ISC,87.0,82.0,73,77,87.0,84.0,83.0,83.4,82.2,WBBSE,English,320.0,80.0,82.80000000000001,Medium
1144,HS,WB HS ,78.0,74.0,42,52,50.0,65.0,83.0,63.8,82.2,WBBSE,English,227.0,56.75,73.0,Low
1145,HS,Higher Secondary,83.0,74.0,70,84,85.0,82.0,83.0,81.6,82.2,WBBSE,English,322.0,80.5,81.9,High
1146,HS,CBSE,88.0,82.0,74,47,84.0,80.0,82.0,82.0,82.2,WBBSE,English,287.0,71.75,82.1,Medium
1147,HS,ISC,87.0,86.0,73,73,75.0,80.0,91.0,79.8,82.2,WBBSE,English,312.0,78.0,81.0,Medium
1148,HS,ISC,66.0,66.0,79,86,67.0,80.0,92.0,78.0,82.2,WBBSE,English,324.0,81.0,80.1,High
1149,HS,AISSCE,95.0,86.0,91,89,81.0,85.0,83.0,88.2,82.2,WBBSE,English,344.0,86.0,85.2,High
1150,HS,SENIOR SCHOOL CERTIFICATE EXAMINATION,79.0,80.0,68,78,64.0,80.0,71.0,75.2,82.2,WBBSE,English,281.0,70.25,78.7,Medium
1151,HS,SAMORESH RUIDAS,83.0,72.0,78,70,76.0,82.0,83.0,78.2,82.2,WBBSE,English,307.0,76.75,80.2,Medium
1152,HS,CBSE,70.0,63.0,43,59,65.0,80.0,83.0,60.0,82.2,WBBSE,English,250.0,62.5,71.1,Medium
1153,HS,HIGHER SECONDARY EXAMINATION ,70.0,75.0,56,77,76.0,57.0,83.0,71.0,82.2,WBBSE,English,292.0,73.0,76.6,Medium
1154,HS,Higher Secondary Examination ,88.0,90.0,53,90,91.0,86.0,83.0,89.0,82.2,WBBSE,English,317.0,79.25,85.6,Medium
1155,HS,West Bengal Higher Secondary Examination,74.0,86.0,71,86,88.0,74.0,83.0,81.6,82.2,WBBSE,English,328.0,82.0,81.9,High
1156,HS,cbse boards,84.0,83.0,87,91,89.0,80.0,80.0,86.8,82.2,WBBSE,English,347.0,86.75,84.5,High
1157,HS,HIGHER SECONDARY,68.0,82.0,55,84,84.0,75.0,83.0,78.6,82.2,WBBSE,English,306.0,76.5,80.4,Medium
1158,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,78.0,74.0,80,83,82.0,80.0,77.0,80.0,82.2,WBBSE,English,322.0,80.5,81.1,High
1159,HS,HIGHER SECONDARY ,87.0,90.0,64,92,92.0,86.0,83.0,89.4,82.2,WBBSE,English,331.0,82.75,85.80000000000001,High
1160,HS,HIGHER SECONDARY,90.0,87.0,74,90,90.0,76.0,83.0,86.6,82.2,WBBSE,English,337.0,84.25,84.4,High
1161,HS,Higher Secondary Examination,70.0,76.0,62,78,80.0,67.0,83.0,74.2,82.2,WBBSE,English,303.0,75.75,78.2,Medium
1162,HS,Higher Secondary,82.0,70.0,52,85,85.0,72.0,83.0,78.8,82.2,WBBSE,English,305.0,76.25,80.5,Medium
1163,HS,WBCHSE,95.0,88.0,88,95,95.0,61.0,83.0,92.2,82.2,WBBSE,English,361.0,90.25,87.2,High
1164,HS,Higher Secondary,91.0,87.0,80,92,92.0,84.0,83.0,89.2,82.2,WBBSE,English,347.0,86.75,85.7,High
1165,HS,ISC,70.0,82.0,70,41,48.0,80.0,83.0,62.2,82.2,WBBSE,English,242.0,60.5,72.2,Medium
1166,HS,Higher secondary examination,47.0,67.0,44,77,77.0,80.0,67.0,67.0,82.2,WBBSE,English,265.0,66.25,74.6,Medium
1167,HS,HIGHER SECONDERY,92.0,86.0,98,98,98.0,96.0,83.0,96.4,82.2,WBBSE,English,377.0,94.25,89.30000000000001,High
1168,HS, HIGHER SECONDARY ,84.0,84.0,85,86,86.0,71.0,83.0,85.0,82.2,WBBSE,English,340.0,85.0,83.6,High
1169,HS,West Bengal Council of Higher Secondary Education ,85.0,83.0,80,87,87.0,83.0,83.0,85.0,82.2,WBBSE,English,337.0,84.25,83.6,High
1170,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY ,90.0,90.0,91,95,95.0,95.0,83.0,93.2,82.2,WBBSE,English,364.0,91.0,87.7,High
1171,HS,WBCHSE,81.0,82.0,80,84,84.0,83.0,83.0,82.8,82.2,WBBSE,English,331.0,82.75,82.5,High
1172,HS,ARPAN KUMAR ,76.0,86.0,44,64,66.0,74.0,83.0,64.8,82.2,WBBSE,English,257.0,64.25,73.5,Medium
1173,HS,HIGHER SECONDARY EXAMINATION,66.0,78.0,50,75,74.0,55.0,83.0,69.6,82.2,WBBSE,English,282.0,70.5,75.9,Medium
1174,HS,Higher Secondary Examination,80.0,77.0,72,78,81.0,71.0,83.0,77.6,82.2,WBBSE,English,314.0,78.5,79.9,Medium
1175,HS,HIGHER SECONDARY WBCHSE,70.0,72.0,65,77,77.0,80.0,83.0,72.2,82.2,WBBSE,English,302.0,75.5,77.2,Medium
1176,HS,HIGHER SECONDARY EXAMINATION,90.0,84.0,67,91,91.0,87.0,83.0,88.6,82.2,WBBSE,English,332.0,83.0,85.4,High
1177,HS,West Bengal Higher Secondary Examination,93.0,87.0,77,93,93.0,80.0,81.0,89.4,82.2,WBBSE,English,344.0,86.0,85.80000000000001,High
1178,HS,WBCHSE,86.0,80.0,82,88,88.0,84.0,83.0,85.6,82.2,WBBSE,English,341.0,85.25,83.9,High
1179,HS,Ucchya Madhyamik,76.0,85.0,70,86,87.0,82.0,83.0,83.2,82.2,WBBSE,English,326.0,81.5,82.7,High
1180,HS,HIGHER SECONDARY,66.0,61.0,53,68,68.0,58.0,83.0,64.2,82.2,WBBSE,English,272.0,68.0,73.2,Medium
1181,HS,INDIAN SCHOOL CERTIFICATE EXAMINATION,87.0,80.0,85,85,85.0,80.0,87.0,85.8,82.2,WBBSE,English,342.0,85.5,84.0,High
1182,HS,SASWATA MONDAL,65.0,85.0,50,87,82.0,61.0,83.0,76.0,82.2,WBBSE,English,302.0,75.5,79.1,Medium
1183,HS,Higher Secondary Examination,75.0,80.0,61,82,82.0,80.0,83.0,76.0,82.2,WBBSE,English,308.0,77.0,79.1,Medium
1184,HS,HIGHER SECONDARY EXAMINATION 2021,70.0,70.0,56,72,71.0,57.0,83.0,68.0,82.2,WBBSE,English,282.0,70.5,75.1,Medium
1185,HS,Higher secondary,91.0,83.0,77,92,92.0,80.0,83.0,87.6,82.2,WBBSE,English,344.0,86.0,84.9,High
1186,HS,HIGHER SECONDARY EXAMINATION,83.0,87.0,52,90,88.0,62.0,83.0,82.0,82.2,WBBSE,English,313.0,78.25,82.1,Medium
1187,HS,Higher Secondary Examination,80.0,85.0,91,91,90.0,80.0,83.0,87.4,82.2,WBBSE,English,355.0,88.75,84.80000000000001,High
1188,HS,Indian School Certificate Examination,70.0,75.0,39,43,36.0,78.0,83.0,61.0,82.2,WBBSE,English,201.0,50.25,71.6,Low
1189,HS,Higher secondary examination ,94.0,88.0,88,71,81.0,92.0,83.0,88.6,82.2,WBBSE,English,323.0,80.75,85.4,High
1190,HS,All India Senior School Certificate Examination,91.0,82.0,60,86,82.0,80.0,80.0,84.2,82.2,WBBSE,English,308.0,77.0,83.2,Medium
1191,HS,Higher Secondary exam,80.0,93.0,70,51,68.0,90.0,83.0,80.2,82.2,WBBSE,English,272.0,68.0,81.2,Medium
1192,HS,HIGHER SECONDARY,76.0,90.0,65,54,62.0,80.0,76.0,73.8,82.2,WBBSE,English,257.0,64.25,78.0,Medium
1193,HS,Senior School Certificate Examination,96.0,86.0,88,95,92.0,80.0,94.0,93.0,82.2,WBBSE,English,369.0,92.25,87.6,High
1194,HS,HIGHER SECONDARY EXAMINATION 2022,84.0,83.0,94,53,92.0,93.0,83.0,89.2,82.2,WBBSE,English,322.0,80.5,85.7,High
1195,HS,West Bengal Council of Higher Secondary Education (WBCHSE),72.0,72.0,72,75,73.0,75.0,83.0,73.4,82.2,WBBSE,English,303.0,75.75,77.80000000000001,Medium
1196,HS,Indian School Certificate Examination (ISC),95.0,87.0,96,76,82.0,80.0,94.0,90.8,82.2,WBBSE,English,348.0,87.0,86.5,High
1197,HS, HIGHER SECONDARY EXAMINATION,85.0,88.0,87,68,73.0,81.0,83.0,82.8,82.2,WBBSE,English,311.0,77.75,82.5,Medium
1198,HS,Higher Secondary ,90.0,97.0,85,55,88.0,80.0,97.0,91.4,82.2,WBBSE,English,325.0,81.25,86.80000000000001,High
1199,HS,ISC,87.0,86.0,97,72,66.0,80.0,94.0,83.2,82.2,WBBSE,English,329.0,82.25,82.7,High
1200,HS,HIGHER SECONDARY EXAMINATION.,93.0,94.0,90,61,97.0,80.0,81.0,91.0,82.2,WBBSE,English,329.0,82.25,86.6,High
1201,HS,Higher secondary examination ,81.0,77.0,91,81,81.0,90.0,83.0,84.8,82.2,WBBSE,English,336.0,84.0,83.5,High
1202,HS,All India Senior School Certificate Examination,95.0,86.0,56,58,64.0,90.0,73.0,76.0,82.2,WBBSE,English,251.0,62.75,79.1,Medium
1203,HS,Senior Secondary Examination ,90.0,90.0,79,86,88.0,80.0,89.0,88.6,82.2,WBBSE,English,342.0,85.5,85.4,High
